,symbol,ID,GrupID,PF14,PF19,PF23,PF39,PF46,PF15,PF32,PF33,PF43,PF47
218531_at,TMEM134,218531_at,2,10.3191642096489,10.870163003664,10.3721730351079,10.875969515438,10.0969180972264,9.50248789195792,9.91599266516984,9.37673599621836,10.1334415852022,9.87376011460354
204044_at,QPRT,204044_at,2,9.56598233108796,10.2290660401081,9.63106317615263,9.90900406316436,9.48936489402643,8.93483488172227,8.93483488172227,8.4960540278387,8.88819964514454,8.92069240292007
209531_at,GSTZ1,209531_at,2,8.8987578606494,8.34837728741022,9.0699304408709,9.8279183308648,8.91018223579787,8.32385750181348,8.21988240509451,8.33078728207119,8.34691997972734,8.26218831165282
206155_at,ABCC2,206155_at,2,6.91134474832036,6.34636218672178,7.30180557031776,8.18695614379364,6.84724088470913,6.21456703495089,5.96808940267986,5.79361899320517,6.19591490802712,6.22823045864955
219104_at,RNF141,219104_at,2,9.10554503918573,7.66033463161524,9.24489604092435,9.66587893132753,8.99381362889646,7.96873345602605,7.51931184553712,7.38444796613667,7.76208884788443,7.70877028714727
202201_at,BLVRB,202201_at,2,11.3673283920105,9.78660558656544,11.0684697650056,12.5083683465752,10.1814167243381,10.1355772461619,9.32036922936108,10.3192316979949,10.0476520448971,9.23195200604923
219529_at,CLIC3,219529_at,2,8.20556604810006,6.10381343573198,7.54215918065716,8.82616564916687,6.47813154688109,5.39190230398048,5.33329552792998,5.28846189566835,5.76196917242903,5.38345612747837
205307_s_at,KMO,205307_s_at,2,10.0853016014059,6.72273510069232,8.19215433284566,9.40146135241056,8.38629889773099,6.44607332127992,6.44118089634011,6.32968345249438,6.54485899108709,6.84478364463839
222257_s_at,ACE2,222257_s_at,2,10.951469438714,6.36725225580739,7.2859501513192,12.6990939430372,7.75698027129885,6.30534450290788,6.36054138139496,6.25907683628234,6.33603781360629,6.38287618166633
219962_at,ACE2,219962_at,2,10.1198930102742,4.64340306965904,5.67154446247655,11.8285062386581,5.63664136241379,4.54005218970292,4.476228090158,4.50732245027103,4.60926308738806,4.67642774444759
205830_at,CLGN,205830_at,2,9.2229166579695,4.72962912283265,6.18631350102072,8.894790149866,6.19293135332089,4.86984331610895,5.03063544526633,5.70001525362985,8.27783825503406,4.87827308330854
219747_at,NDNF,219747_at,2,8.84021892426207,7.67924646485636,7.57537027715011,11.3829539771052,8.75141696388195,7.54521809880275,7.43926303589866,7.7980918176995,7.57537027715011,7.41229291104199
218776_s_at,TMEM62,218776_s_at,2,9.96549359784097,9.80047371435803,9.48656832841306,11.5378829871964,10.034944034709,9.1808342309282,9.28772940769853,9.43336436451343,9.74796584255211,9.56230451214797
206714_at,ALOX15B,206714_at,2,10.1560207218145,9.40126546654964,7.39900833795246,12.5498797899166,10.3028854859061,7.68046953746801,7.80629108646228,7.43620865575827,7.43670345269119,8.471486519013
218552_at,ECHDC2,218552_at,2,9.78713412838286,9.95750761232963,9.72395561116451,11.943992379905,11.4399908572195,9.52402431323944,9.36932915947681,9.52344606664674,9.52344606664674,9.72195558726139
207102_at,AKR1D1,207102_at,2,5.13487860551204,4.69098391306153,5.19306351917785,8.95596980482282,7.19229703412113,4.51251865189358,4.5436486752075,4.56903987400777,4.66590906305603,4.52609710211404
205311_at,DDC,205311_at,2,6.91665480673802,6.89269312100584,8.02225251650926,10.6276642472152,8.62164623607809,6.87007891199687,6.67061171943377,6.65141258746645,6.5596450573266,6.67752951855991
214157_at,GNAS,214157_at,2,6.8853931048171,8.43437713786304,6.94961460658708,9.89501211613502,7.86858783400184,7.00297660399053,6.93564785624031,6.70131003010275,7.71498716173119,7.65004049929987
205843_x_at,CRAT,205843_x_at,2,8.64531454946247,9.46792871233916,9.07584171966742,10.6514507973375,9.17889891230444,8.5098143677895,8.6396729169781,8.31121022818197,9.07175027464403,8.71181343881536
221865_at,TMEM268,221865_at,2,8.48856237513532,7.99280325694343,9.20631610067234,9.57189848966034,8.71428847055216,7.80279567745185,7.85131795597731,8.29927692988377,7.61820769953177,6.53221210245748
219736_at,TRIM36,219736_at,2,7.82776554795315,7.55344498955635,8.85205180578773,9.24121639539847,8.46018762276435,7.22409501329637,6.91924512823438,6.91924512823438,6.6885579049893,6.10284568361096
211423_s_at,SC5D,211423_s_at,2,9.4452524158645,8.21304438917497,10.8802804681477,11.4267875199874,9.51133419703422,8.90787599592987,8.91075271189603,8.94959782179712,8.65374759560333,8.03494750883881
221669_s_at,ACAD8,221669_s_at,2,7.42717272529551,6.85173595751509,8.53653946576135,8.1286017978546,7.56512814741632,6.53754084578796,6.85173595751509,7.00509557073813,6.4013171288586,6.78233009719195
218924_s_at,CTBS,218924_s_at,2,7.95282374751465,7.39964131497549,9.02805877954451,8.78779930185821,8.11651397352387,6.83586256400447,7.59854066383171,7.11147984984026,7.35750406340317,7.13992936266782
202275_at,G6PD,202275_at,2,8.10655578932251,7.50571841572786,9.88332786295796,9.25066395358454,8.35751203540804,7.96603556323774,7.72767386516718,7.57884854794252,7.50980879928396,7.69544854251959
206254_at,EGF,206254_at,2,5.72821632911169,5.25236927687025,7.38540101062512,6.14986994380048,6.40224953533253,5.16180831435683,5.78735993302465,4.94528110364697,5.09037222181485,5.23447098450436
214598_at,CLDN8,214598_at,2,8.98400621167653,6.86336370636617,10.1275443511555,11.2156429348944,10.3222068621129,5.70954247564668,8.2802405461564,5.48878617974582,5.93156059863464,5.79063417242963
204347_at,AK4,204347_at,2,7.70618577249867,7.32384639426213,8.85220519921608,9.39720191862297,9.33963432851987,6.72380516693433,8.31703783790797,6.51752169487797,7.14317160265413,7.3289378569195
215465_at,ABCA12,215465_at,2,6.19260221244027,5.19347783092324,8.37316131889422,8.00839159673244,8.01875986051935,5.80767074203346,6.65715654741486,4.89623623054085,4.90714813093422,5.33911639827543
204348_s_at,AK4,204348_s_at,2,8.79457127508473,9.16339519292132,10.366251051631,10.4449603835446,11.1594367122908,8.63489185983266,9.55023997790219,7.74237938333452,8.72174554297576,9.29071308764306
203740_at,MPHOSPH6,203740_at,2,11.6974444325161,11.6570668547892,12.1741213359061,12.4885060350739,11.996075820409,10.417531345993,10.9602687337199,9.80869163449918,9.88835256049021,10.3693319739102
200961_at,SEPHS2,200961_at,2,11.2338550541496,11.1588333732648,11.7890298541432,11.6143185985441,11.7332339907142,10.3002316842275,10.8851647098259,10.2429102377572,10.7222787678706,11.0087043281696
218174_s_at,TMEM254,218174_s_at,2,7.33976151012042,6.82767630573308,8.03460548199398,7.55072241464087,7.47900417106639,6.67367286212268,6.74384294870838,6.3760046023059,6.70209890803542,6.76595865641103
209799_at,PRKAA1,209799_at,2,7.10581062551621,6.15931672573976,8.04551425497904,7.17387554474219,7.80158259216418,5.47339228246946,5.35115104501643,5.22550331739492,5.40845224564712,5.44842794034288
211138_s_at,KMO,211138_s_at,2,11.7546589090864,9.2877909606473,11.7288435741768,10.9318397404642,11.6317339339405,8.8792695085145,7.45808126208642,7.7344235254608,8.46290543657893,8.90863039047042
205306_x_at,KMO,205306_x_at,2,11.3985730752854,9.14164032186913,11.3942701314159,10.6132928693577,11.4260960980639,8.62969919629287,7.42436393663743,7.40996620408714,8.2825677049975,8.7461752071906
209616_s_at,CES1,209616_s_at,2,8.57146274224821,8.40332021311936,10.6883851357006,8.70284178516949,10.0744185443397,7.84634847856141,7.3413105323934,7.1758815005711,7.40515472855633,8.1865479686734
211708_s_at,SCD,211708_s_at,2,8.61404984539108,7.48533109147407,9.30947038961376,8.33402433654413,9.37391071171334,8.13895920130513,7.19541235302323,7.3984961350468,7.23116525180169,7.27801417537403
210859_x_at,CLN3,210859_x_at,2,9.8225352775417,9.60454489025883,9.96842498114847,9.89641151779418,10.3007766413085,9.61157174926772,8.77910314615014,9.29187531073088,9.12186340073666,9.23130731281216
210319_x_at,MSX2,210319_x_at,2,7.51937079014977,5.52301938480434,7.19037806325135,7.00619849802463,8.3070411520892,5.62420678748037,5.46736062992266,5.95138411286653,5.7005710612931,6.65073241753846
205555_s_at,MSX2,205555_s_at,2,8.15442876860044,6.45014557007495,7.49003862778408,7.65491819451118,8.15000461865758,6.59225264028496,5.78918051295695,6.48365448721214,6.14609257044406,7.09257425313132
210663_s_at,KYNU,210663_s_at,2,9.67614545621606,7.2927446888296,11.0659674500434,10.8973447512692,11.1066355578857,8.02279176414024,7.60168053517786,7.99195383563085,7.51898364779212,7.83047305394239
204385_at,KYNU,204385_at,2,10.459500937282,8.80403054107893,11.4352990587551,10.9015526063972,11.3906434173744,9.00625348297022,8.85442518549292,9.11822937528136,8.67990478848038,9.11795618952
219543_at,PBLD,219543_at,2,6.79820984088047,6.07359626758867,7.39042146776776,7.40994771427669,7.47191552638244,6.25344313307347,6.25677247280794,6.41762840794389,6.22493433504826,6.20130973606914
204573_at,CROT,204573_at,2,9.5801076763311,8.66321123785401,10.3659303809319,10.8081955804367,10.7924444282125,8.59385082475513,9.36693091879154,9.09046596752836,8.76397202158049,9.04910626049454
206656_s_at,APMAP,206656_s_at,2,12.6922426083792,11.5997381883702,12.9006763050053,13.0803960557602,13.0619130541479,11.827625143161,12.208757584518,12.321101078061,12.2535557885059,12.0279731617689
209146_at,MSMO1,209146_at,2,9.65691956200852,8.56365420412355,10.563493136373,10.212026887847,11.1743473528236,9.11870163035643,9.22036580334435,9.58116388543224,8.47258131512806,8.21937296333521
203824_at,TSPAN8,203824_at,2,8.38807507314907,5.66480337188892,10.6947619558566,8.23891627485411,11.1983655173482,4.99681548039118,5.25395000051837,8.327268366888,5.06662130972329,5.00582883280165
205197_s_at,ATP7A,205197_s_at,2,8.22266216247804,7.77084768595945,8.72056025760402,9.06619343949301,9.12238321457932,7.27196907663507,7.12937180852943,7.65716786597686,7.42766654390429,7.84528926245279
200862_at,DHCR24,200862_at,2,11.8836610122408,11.2096043319639,12.5906645403351,12.4587090012575,12.5169490442019,10.3154958736995,10.277728988973,10.9357558199639,10.0715511349881,11.4819373545923
209309_at,AZGP1,209309_at,2,12.3346023555291,10.499711519738,12.4200144616614,12.4877488963836,12.8372651692778,9.31767346146547,10.1821392687424,10.9226159387216,9.94667533266636,11.3453289877626
201952_at,ALCAM,201952_at,2,12.7561423621919,11.9084814276972,13.5153098001132,13.2987588702116,13.2580890869746,10.7848262464273,10.9353699973577,12.3470663991867,11.5803760655522,11.174411532211
201951_at,ALCAM,201951_at,2,9.7380821971991,8.42600990651525,11.5535781177754,10.4487396660818,10.6122471915343,7.73364121276946,7.69560119422031,9.46906653240113,8.61070387428565,8.39498070315458
218800_at,SRD5A3,218800_at,2,5.88358057194688,4.74245114762309,6.19191745051126,5.78752279819485,6.93508294612804,4.62921675023567,4.69363354862714,4.87776568873439,4.87776568873439,4.65924527583464
209306_s_at,SWAP70,209306_s_at,2,10.1097532431401,7.95009469969136,10.0149558559285,8.88993469914675,10.5336090242555,8.08175730555511,7.5620247091955,8.40369766101023,8.35912800552356,8.12238449162638
203207_s_at,MTFR1,203207_s_at,2,8.98893854909776,7.1547227528019,9.76292390729179,8.29390067898351,9.94469377131485,7.32257024357929,7.73278128807044,7.33896910389244,8.16144380727654,7.49036560548606
216202_s_at,SPTLC2,216202_s_at,2,8.68118720713023,6.60295814382583,9.49692629825695,7.83344232757981,9.0784729699003,7.86213206903928,7.56579665515084,7.80790177819545,8.06449743993673,7.72154556603019
203127_s_at,SPTLC2,203127_s_at,2,10.1501204234836,8.65240091408273,10.654593575598,9.71641558881277,10.4328996832235,9.42187328740474,9.16277689331599,9.183708469674,9.21730668247762,9.30811154557709
219115_s_at,IL20RA,219115_s_at,2,7.16840441026337,5.9209441550233,8.10899963431845,6.23634909912264,8.77011339755654,6.25943098168576,6.58947433004441,7.26356774143096,6.35255976742858,6.44687878921945
210830_s_at,PON2,210830_s_at,2,10.2479980767708,9.99515582194594,10.5177521630283,11.158205581886,10.5033118125987,9.10285912489098,8.82049495284062,9.60632494166523,8.81660367617896,9.35676950566184
201876_at,PON2,201876_at,2,11.2776365758782,11.0744715661748,11.4111024367317,11.7647819549386,10.9963682386517,10.2075760648946,10.2641942773063,10.450811195823,10.0628145058883,10.5696537848377
205498_at,GHR,205498_at,2,10.1021428733261,9.12087904565561,8.74929081556598,10.665250670928,9.58213777028779,6.57825582145739,7.17366981033763,8.72470573068276,7.44486890345063,7.68374355576086
214451_at,TFAP2B,214451_at,2,10.1769196442276,10.0603908239576,11.2011400821682,10.8888253205744,10.4037513519829,5.00100973726427,5.77997923430927,7.18955369358616,7.32790585441884,9.05713685811811
206509_at,PIP,206509_at,2,13.1254435893546,11.8970519588234,12.9210306693752,13.3458625580317,13.6471430203772,8.74149185221232,8.47803072637401,11.3072829759039,9.10903151572272,13.198543660079
211621_at,AR,211621_at,2,8.5820323857864,8.00683879459617,8.46107199942806,8.22010819988834,9.01660600912959,6.64135586960476,7.35056547088192,7.76117138541944,6.90189664426651,7.39039839880179
211110_s_at,AR,211110_s_at,2,9.07062469866796,8.71437648439849,8.73313074486531,8.97146895604864,10.0900569322745,6.94597556908515,7.1721107446402,8.42945157553033,7.33073834859957,7.60167672120723
211682_x_at,UGT2B28,211682_x_at,2,11.6181635026568,10.779730574723,11.644801789306,9.18644212374612,12.6244643724139,6.97420701288651,6.75367743929723,9.16245640631447,7.1334208504068,8.47559374897866
208763_s_at,TSC22D3,208763_s_at,2,11.0749532958825,10.9381077333439,11.1649133163603,10.9081031409934,11.3734916136815,10.3525332824921,10.4352090533759,10.788153981616,9.89956693964217,10.6653392672019
202742_s_at,PRKACB,202742_s_at,2,8.16667256285203,7.06258584281282,8.69326328818043,9.05970688186655,9.78556773508063,6.6579237819644,7.35603545591168,6.78953374873232,6.98593637689734,6.73170614924026
202741_at,PRKACB,202741_at,2,11.3893188595476,10.3121505816002,11.2197790041841,12.0069488135372,12.3996933209049,10.012534691728,10.7688134725051,10.2174124803109,10.1364465553542,9.51617049193541
217284_x_at,SERHL2,217284_x_at,2,11.7265729986124,9.74072008740223,11.4360349744468,12.8188123758691,12.6865057095916,8.08820228020747,8.53408512519031,7.97277908936281,9.36240823474953,7.79042345899744
217276_x_at,SERHL2,217276_x_at,2,11.3022782520634,9.4673703451922,11.0152445733994,12.5666080402946,12.304879486164,7.86946890128746,8.11123552629395,7.63497723012713,8.99368706247787,7.41773978448274
211162_x_at,SCD,211162_x_at,2,9.45989583186359,8.1436445925157,9.01849929092315,9.32219806811638,9.36616385797207,8.48077961372352,8.04764322552007,8.08410917357252,7.95653602665799,7.87636628009777
218205_s_at,MKNK2,218205_s_at,2,11.3450988088845,10.5318602322097,10.8387088401198,11.7316414269232,11.1743977065283,10.4413818493422,10.639063941172,10.3273645031476,10.6453080567601,10.1650456025776
205567_at,CHST1,205567_at,2,8.67243669965602,6.97736397232695,7.11192605760671,10.0265847550697,9.6500071993245,7.28687064479642,6.37489233431804,6.51300063735529,6.79186599377392,6.51635471220615
209366_x_at,CYB5A,209366_x_at,2,12.9061466476199,12.0076432402286,12.0331876434612,12.578765273804,12.3882383326185,11.3033793887619,11.2892413897584,10.9782533515516,11.1241174617892,11.2937440933674
207843_x_at,CYB5A,207843_x_at,2,12.1456337555672,11.3698729561248,11.5042355514734,11.8865604797869,11.8428028034927,10.7118957989635,10.7162243295365,10.3721802721799,10.6476855624757,10.8035005415635
215726_s_at,CYB5A,215726_s_at,2,11.8529484635388,11.0655851373622,11.1689064163369,11.5372079876624,11.8679153536765,10.409045118451,10.3197413961961,9.85025384086897,10.409045118451,10.3437094913876
203060_s_at,PAPSS2,203060_s_at,2,11.9007124334493,11.1238201007294,10.8618520121479,11.2794780460378,12.0087417812018,7.80699534756015,8.45633064713862,8.2963152357006,8.21562021925563,9.45066792678923
203058_s_at,PAPSS2,203058_s_at,2,11.2053436617152,10.7398238295711,10.1674548103601,10.5055555304091,12.0352885784341,7.56157908718358,7.86497639137414,7.58187391884989,7.73928257606174,9.24626724624814
206827_s_at,TRPV6,206827_s_at,2,8.84225880046269,8.30563314553657,8.02410100906379,8.69874173694248,9.7105380774562,7.22894184290573,7.09178634791808,6.84985971288278,7.13106642286828,7.24029340178066
203059_s_at,PAPSS2,203059_s_at,2,9.7287805030005,8.64982569255909,7.90760560205185,9.18977788508511,10.3008518801371,7.44422768130395,7.10390589562399,7.23236825345063,7.48918592146095,7.98462418149455
204973_at,GJB1,204973_at,2,9.41810709489933,8.48747091496449,7.73141600055892,9.01042752239166,10.3398507935395,7.78570723775403,7.86489697906954,7.67393268755975,7.84712505235246,8.4202847386392
211416_x_at,GGTLC1,211416_x_at,2,9.11181028165883,8.12140774230336,8.62560756438787,11.0204845507445,10.982729088044,7.83131393987208,7.57941313217647,7.71881824885209,7.60249533644158,8.66485353611191
201900_s_at,AKR1A1,201900_s_at,2,11.5839439916078,11.8400766131796,11.7502030472426,12.6834480318188,12.8283857110853,11.1165876040431,11.0905260301663,10.8705425731481,11.1204573796127,11.5833696637175
218124_at,RETSAT,218124_at,2,9.89359700239961,9.59050021817291,9.97576550890651,10.6822251187433,10.9115722836897,9.39412023964224,9.69280147513269,9.35002832109921,8.76131361680706,9.6351869188096
204389_at,MAOA,204389_at,2,5.50472147735939,4.99881633787177,5.73217770918457,6.88371212649258,7.78740517147989,5.13536643554561,4.94542561493934,5.19732080063206,5.05653950597724,5.21228942184243
