,symbol,ID,GrupID,PF14,PF19,PF23,PF39,PF46,PF15,PF32,PF33,PF43,PF47
204388_s_at,MAOA,204388_s_at,2,7.34900215672298,6.55980741694213,8.13619949719466,9.62084612813123,10.6287621233397,6.58997978898152,6.72529304270958,6.96281537031133,6.66253671256234,6.46896211341606
212741_at,MAOA,212741_at,2,8.47744447869812,7.32081126952895,9.14505432495354,10.6405438080942,11.0556684324836,7.62247472232588,8.30830260761682,8.43119204977692,8.02038991442773,7.74705028424263
218237_s_at,SLC38A1,218237_s_at,2,11.0632400724195,10.7413172896936,10.8240740020978,12.0099824946046,11.8511489689272,10.9680896205978,10.5157432402775,10.838162579543,10.4843342072902,11.4213797493377
221584_s_at,KCNMA1,221584_s_at,2,10.5827312149153,10.1431885160158,11.0515898218138,11.907280727055,11.5341243626874,9.67961922787287,9.87272841310147,9.57100916938918,9.46414554573549,11.4119671848045
221583_s_at,KCNMA1,221583_s_at,2,8.10824210965096,8.31922023700359,9.11055975229898,10.1654464027592,10.41332191646,7.03484508743285,6.97370172141757,7.25046754376568,7.26749783419363,9.8623423449513
205073_at,CYP2J2,205073_at,2,8.23685079483499,9.02025468281763,9.42935978908612,9.90611629316465,10.7993577620887,8.02657211152948,7.48259959689275,7.62878943665317,7.62498985012844,9.21297254928229
221563_at,DUSP10,221563_at,2,8.52054389621735,8.5633064082545,9.66776198793988,9.8512296057627,9.93978569159659,8.28676144310525,8.62459173711582,8.64604561048598,8.26759561934349,9.12529104143131
222209_s_at,TMEM135,222209_s_at,2,8.88329837113145,8.1286017978546,9.995530099448,9.10511454072365,10.4822305382778,8.41803420833626,8.16471079487093,8.68009442298244,8.08528855800941,9.4268549093315
208924_at,RNF11,208924_at,2,10.1408853601242,9.63472566873038,10.930037246872,10.4002351497288,11.608969808627,9.56362181578134,9.52542032557805,9.56916750798394,10.0561579553162,10.1083859874684
221122_at,HRASLS2,221122_at,2,7.30202239627756,7.67508405212658,8.41492158560983,8.24768558294121,9.58603315248108,7.20109860840466,7.15947209799881,7.57277920774369,7.17178695987845,7.61926964497495
220615_s_at,FAR2,220615_s_at,2,8.82177649207297,8.56608984535407,10.3807595235985,10.1446504830242,10.8344482206949,9.04972418673047,7.94081874448611,7.30757426800196,7.29482031288043,9.71841706743871
209778_at,TRIP11,209778_at,2,7.60573128844142,7.35300197585304,8.45702209996358,7.92923927389152,7.85477041702192,7.43329357693876,7.13912860942031,7.04642099028353,6.53790541650762,7.51911281086702
212218_s_at,FASN,212218_s_at,2,10.2380207751572,10.5102200151332,10.3220095303907,10.4499572194527,11.7053256431483,10.148972564192,9.56958708420566,9.2855733983304,9.02689794866031,8.88124891067267
201583_s_at,SEC23B,201583_s_at,2,10.1839836338499,10.1239408866403,10.1504083198284,10.3795434638369,11.0914547693382,9.76419630245004,9.70627302725913,10.1702019336102,9.44712405554344,9.35991772312902
200832_s_at,SCD,200832_s_at,2,11.9228262584227,10.0615792590878,10.8758299520058,11.3309319402334,12.6011906907966,11.3791270721531,10.7710092325286,11.1929567108273,9.12608912571097,9.66793185552048
200831_s_at,SCD,200831_s_at,2,10.487459139522,9.43957092177893,10.0008375377291,10.3866704301499,11.0781450176547,10.2358489723705,9.43422658741045,9.58869471619261,9.00351022583339,9.23694719702622
209966_x_at,ESRRG,209966_x_at,2,6.82979436987303,5.70127821702301,6.09445222104057,5.65823341168535,7.70799316552304,5.54345199088961,5.49511628411456,5.65717656338366,5.46041590831518,6.0190158048959
207981_s_at,ESRRG,207981_s_at,2,9.20860087041586,6.0232552492642,7.91262656465653,5.93431442683335,9.42017930012815,5.05739802706831,6.01073279282805,6.48139588526488,5.6316048427775,6.39646659856142
203128_at,SPTLC2,203128_at,2,8.9034640049184,7.83305779852055,8.01767197218745,7.91383629512144,9.39931540367318,7.63530696832903,7.76393234350642,8.3160412773648,7.90458191442597,7.71073319951505
218273_s_at,PDP1,218273_s_at,2,9.22446234735302,7.33492411824786,8.73267084987362,7.04284681541648,10.3215102489157,6.66681172602633,7.05570434791581,6.74521870567114,8.07481329095705,8.35848456613738
218963_s_at,KRT23,218963_s_at,2,8.04157187515992,6.36440039007768,6.17451751576461,6.51698396800249,7.50345688176839,6.16981202820053,6.32986166771838,6.47338326925887,6.04398481939333,6.32535622600447
206166_s_at,CLCA2,206166_s_at,2,10.8509795870902,9.81887678519595,12.3305653612922,7.11976285228846,11.1103292175916,5.93906730229875,6.9633196579251,6.31731765549226,5.91158143524886,6.17761619558796
206164_at,CLCA2,206164_at,2,9.50671999263863,9.09252118178259,10.8933090260842,7.29741423269703,10.0235281201373,5.66205184680752,7.23930730093389,6.20249567430713,5.43531163833173,5.90813928996386
217528_at,CLCA2,217528_at,2,10.5339461053776,10.0360217827228,11.3255778529753,8.05348155382427,10.6187098170695,4.94593904831678,7.84772272830108,6.14816323744438,4.52136200999901,4.95828057191063
206165_s_at,CLCA2,206165_s_at,2,11.907238970755,10.9689668664997,12.4424070271013,9.60183876416373,11.924503489769,6.16836774840601,9.5079444359454,7.56649676852148,6.06217277224685,6.79658025316714
201701_s_at,PGRMC2,201701_s_at,2,10.2086579301098,10.2696584101258,10.3097840848881,9.37683785975932,10.4184308320212,9.01740430283883,9.07432026108686,9.15538365326616,9.24277722296942,8.83365034032898
213227_at,PGRMC2,213227_at,2,9.4899028920177,9.84835518783276,10.2651220056586,9.13742627837924,10.4072665741625,8.59965247555966,9.43167151077601,9.02443751203955,9.18338904777264,8.41109411394237
210896_s_at,ASPH,210896_s_at,2,11.6319513451011,10.9849558767314,12.2676208396099,9.74316099993567,12.189962700484,8.53266344578101,10.6087092446849,9.80975466310188,9.90908409334016,9.93237152303748
209135_at,ASPH,209135_at,2,11.0478083096368,10.5745295698303,10.9509913203324,9.35790617820751,11.3016072524981,8.54597646154332,10.421133064423,9.77690570666751,9.80576949262583,9.63193353670203
208690_s_at,PDLIM1,208690_s_at,2,12.6982783267144,11.7785038150332,12.7916847981552,11.7028657216416,12.2962565085354,10.8978376203915,11.6077159107555,11.4716405238561,11.490730495591,11.4087141853166
219036_at,CEP70,219036_at,2,8.55808440368678,8.32698465120393,8.8031291858069,8.38714039060073,9.02871115803944,7.29339118251532,7.71717311213488,7.76235075263937,8.16040913442376,7.54722291098543
36936_at,TSTA3,36936_at,2,11.0996312409037,10.892742704731,11.26260562043,10.3816373349388,10.4835210829119,9.13433679647307,9.57771018543472,9.17611922252638,11.3278008745455,9.80480261216242
201644_at,TSTA3,201644_at,2,11.0872079747448,10.950522772181,11.2747623660832,10.5776841768762,10.6891451901546,9.47882100537418,9.70465420851666,9.26953013775481,11.3768199906222,9.95048310245442
220559_at,EN1,220559_at,2,5.19781431211888,5.14170236418413,5.26047735268958,5.14976872133603,5.19855303460488,4.66259628057489,5.19992436357656,4.53465012851589,5.11488887727365,5.03763447320447
209522_s_at,CRAT,209522_s_at,2,8.32595330209463,9.35381002655812,9.49154376914764,11.1561479525823,9.38237735871659,7.03024907828748,8.43112445583005,7.943173881272,9.84307127482568,8.43684406631558
202118_s_at,CPNE3,202118_s_at,2,9.872260417572,9.65087239593574,10.1015389591278,10.3605484619231,10.0560417787975,8.28808515392356,9.40143572753797,9.49633586725038,9.98043576670235,9.18668893438522
209122_at,PLIN2,209122_at,2,10.736937348759,10.7842507413101,10.128047773598,10.6899078310533,10.6899078310533,9.94486141385953,9.43727257684433,9.94375511933974,10.4232987768014,10.337068848668
204981_at,SLC22A18,204981_at,2,9.33128515981176,9.4658485092206,9.47839675133851,9.72400338004973,10.1836895667767,9.2616265049966,8.54720657674029,8.85872977290965,9.32794339556311,9.37613066540507
206482_at,PTK6,206482_at,2,7.2707978235311,7.43426690529846,6.94212651775208,7.35905792787372,8.77335395711129,6.14995140702802,5.68350530293129,6.36128924216051,8.79774044417838,6.36128924216051
214308_s_at,HGD,214308_s_at,2,9.02094402124757,7.6776347703555,7.92803927019444,7.95900820954441,7.65100341988522,7.03495251687157,7.68397742582392,7.65230899347724,7.12215977596291,7.4532485811512
214307_at,HGD,214307_at,2,7.55494750953436,6.42306225435963,6.62368633490863,6.10609976315467,6.1868434900863,5.55062369030037,6.05046812215415,5.80362842963426,5.33527644680204,5.89325770675015
213298_at,NFIC,213298_at,2,8.84742198912318,8.19306610966647,8.15048273789599,8.3018271265727,8.11521353241647,7.64274913544363,7.88857719282558,7.68135504661455,7.36928507666984,7.53770721536105
205221_at,HGD,205221_at,2,8.78385701492566,7.50903586411912,7.44916926616513,7.58177619314027,7.52201498881031,5.9011508571521,6.66539208560169,7.32411953290091,6.34836777682722,6.60092456097019
212240_s_at,PIK3R1,212240_s_at,2,10.7399264444275,9.39668015771167,10.5792701965129,9.16803180887466,8.66323867777973,8.05564517157068,9.54223180452123,9.24290849994058,8.00758521846952,8.01695679483988
218922_s_at,CERS4,218922_s_at,2,8.43789463186427,7.34344291677181,7.62468752642979,7.97323071114295,7.42464293565797,7.27547425260323,7.02352950042558,7.6964343310421,7.23299141796027,7.35398211677875
206561_s_at,AKR1B10,206561_s_at,2,10.2828355557265,6.40170320683181,8.41005122118832,8.43372882766809,7.03317304412196,7.02843875062956,6.60910923726748,6.30991068771429,6.17531233167215,6.35252970659045
219342_at,CASD1,219342_at,2,9.55573187918399,7.23034604104249,8.73206402951502,8.36286910565089,8.45113845278149,7.21265580891494,8.67993007110783,7.67752807283027,8.06268938835772,7.5550880195627
219053_s_at,VPS37C,219053_s_at,2,11.3856534984594,10.120575480454,10.6946076438569,10.2317740401637,10.3796843790386,10.2220375973888,10.3864016812318,10.2861686659198,10.3478997208353,10.2220375973888
217562_at,BRINP3,217562_at,2,9.57357624482874,5.3072784002246,7.4748829815751,6.77723647541448,7.39994461434631,4.52325045415123,4.50820207936788,4.91931972081211,6.48327766430575,4.54736093780608
209164_s_at,CYB561,209164_s_at,2,12.1522077656218,11.3930828984196,10.2500278657452,10.0897250595413,10.5393169445128,9.55030187533024,9.28438073781104,10.9517070209899,9.63347572730297,10.1667884252762
209163_at,CYB561,209163_at,2,12.0968498414116,11.1978642617276,10.8071032149689,10.2892953484816,11.0468724929011,9.89160332788187,9.67199477063516,11.0220557593244,10.0431645753595,10.1065651414577
219327_s_at,GPRC5C,219327_s_at,2,10.6674323573043,8.90093083938236,8.78620365996464,8.11225484233327,8.24525950477831,8.09043699874303,7.76145713963852,8.79637509555111,8.32181972321241,8.28062706155538
221959_at,FAM110B,221959_at,2,9.80853635899782,9.32209883507382,8.68832274029173,7.72454765409021,9.14388276793854,8.32133745075716,8.22505876199965,8.16650140402334,7.79420262183046,8.06064273553749
205776_at,FMO5,205776_at,2,7.97984743030828,6.09464787040995,7.64160404272513,6.84402459824949,9.12240010678894,5.91013165559943,6.16015512099563,9.18491300976777,6.41007698319806,8.14993014179685
204667_at,FOXA1,204667_at,2,9.82229148158065,9.51446102472293,9.91901016855623,9.60070006670862,9.59206280281091,9.41169316218646,9.11972213722359,10.1964718583651,9.52264830676415,9.81148102883797
219572_at,CADPS2,219572_at,2,10.1694279237784,9.61571734585088,9.68375383326655,9.58782651943745,10.1046529402072,8.38308051277781,8.6760065691127,10.0582074914803,9.59231508477851,9.6103954513984
218313_s_at,GALNT7,218313_s_at,2,10.9848973218603,10.8110487405561,11.2339908823675,10.5238880837122,11.7926179174274,7.86775813476027,8.18864274836696,10.9652004153539,10.0603557780036,11.3270097763943
204143_s_at,ENOSF1,204143_s_at,2,9.32194587662597,9.08609640518331,9.91747757028585,9.64428688208591,9.44442753389972,8.2905853912209,8.66432035455799,9.77263465931464,8.72444019518161,10.0839056795373
220622_at,LRRC31,220622_at,2,7.64480193267007,6.15997125853171,5.61807114391774,8.75433569399228,7.41485334487177,5.35767412229502,5.59781455651722,7.55577455232925,5.79013341277679,7.19334283644763
204607_at,HMGCS2,204607_at,2,10.7750622624682,7.57721274586549,8.50945404498801,10.3387840932614,11.5367160003712,7.12100593926681,7.14816926859523,9.97760639771736,7.92796525595118,11.1094475390673
201563_at,SORD,201563_at,2,10.582109372229,10.0431609284508,10.3530814287457,11.254459694881,11.0656900042052,9.13845292063347,9.1618347837303,11.0011172464456,9.43169091991616,10.1500772877888
201562_s_at,SORD,201562_s_at,2,10.1161502834992,10.0268748429238,10.3409479336563,11.0197407860356,11.6449237773314,9.05602287412991,9.67083620243983,11.0427625469285,9.8754100975574,10.847223104178
208998_at,UCP2,208998_at,2,11.8615822148739,11.5030052722314,11.9338127045078,11.7383211017846,12.151738776813,10.7523740609111,11.0487424843791,12.4873562338113,10.6421148279053,10.3912694176202
208997_s_at,UCP2,208997_s_at,2,9.86693997593544,9.26544578604406,9.91781603004079,9.47479120259124,9.85123775742063,8.56841747147675,8.4625358028163,10.2974074508883,8.4258067919,8.75946952275838
205453_at,HOXB2,205453_at,2,10.638400615227,10.5229279530327,11.9682674448137,10.2443944079635,11.1475742726386,9.68780264971149,9.4406561248334,11.3129161822111,9.27198117268002,9.44719064403629
203431_s_at,ARHGAP32,203431_s_at,2,8.31596235835675,8.70334427441142,8.80964202590269,8.27583112866241,8.21945007062208,7.80991410072847,8.21157327058432,9.11604963686247,7.92374057790592,7.91849702434911
218035_s_at,RBM47,218035_s_at,2,10.9391216797304,10.3367825500114,10.5643561729272,11.0803117032377,11.431420411522,10.276973742027,10.4189950707363,10.9995871692589,10.6293425039468,10.2326321059983
212095_s_at,MTUS1,212095_s_at,2,9.35722116294598,7.66131298874677,8.50393723725134,9.56386997324781,9.77334429303428,7.97109434146199,8.31594426996275,9.14060836636978,7.88015856348859,7.95589589296825
212202_s_at,TMEM87A,212202_s_at,2,10.5899936189106,9.58460010239745,10.0331870306047,10.561697716494,11.5722015802149,9.53991143509872,9.93153393157065,10.0600633487938,10.1034488255336,9.58902223251057
201582_at,SEC23B,201582_at,2,10.2488250631467,9.66840918488922,9.46109552609804,9.60600953956935,10.4895041777518,9.04796195064685,9.46534459092837,10.1343378652578,9.32973814407311,8.84414689671718
205084_at,BCAP29,205084_at,2,8.04006739905883,6.46223981970339,8.12658733426839,8.48659016725335,8.60142079899231,7.24444775547716,7.02925485554782,8.13586882621893,7.92504664770306,7.35727527349556
201691_s_at,TPD52,201691_s_at,2,7.14243415495132,6.26084373955989,7.44333270879887,7.60376992331791,8.16738955578685,5.97041792418223,6.41391749083984,8.12182197062376,7.25782991638455,6.51301296749694
201690_s_at,TPD52,201690_s_at,2,11.8266823781071,11.0889565059619,11.4776430201575,11.4806331469034,12.0012869254507,10.571157121788,10.4847833381633,11.7392800058217,11.5755298715407,10.7451541474606
208873_s_at,REEP5,208873_s_at,2,11.6942167548392,10.9685233158418,10.4318959323484,11.8546017163362,11.473708826174,10.500200557713,10.9005215481756,11.6528657529071,11.0125971024413,10.0137444489368
204241_at,ACOX3,204241_at,2,9.40123677018026,8.10230495241109,7.62244837204477,9.68621550809335,9.11326706769414,8.03153831385234,8.57331813184033,8.65579412178744,8.37586249848901,8.15301675065769
201197_at,AMD1,201197_at,2,8.1744878751183,7.2955371806965,9.50655837753514,8.54043668980074,7.98979897439757,8.00725858148875,9.0367770152908,7.74804757116204,8.14208437090015,9.36353307396316
201196_s_at,AMD1,201196_s_at,2,8.81228183271349,8.27999915534395,9.98667935900463,8.85665310675265,8.25040914108976,8.78672015880684,9.35512785181669,7.6699797880011,8.23154962198513,9.48988951559862
205819_at,MARCO,205819_at,2,6.92449154472731,7.01774629932102,9.09615234254168,8.00116855581575,6.82013977855244,8.08375401018791,6.79696228840262,6.57558608950213,7.15224947827847,8.49938690530417
215729_s_at,VGLL1,215729_s_at,2,4.73666877607223,4.76100126187046,6.25488611537007,4.82041612797051,4.84836633671158,4.8509023875565,4.93163229768219,4.65929470784214,4.72155732738698,4.79640527766614
214240_at,GAL,214240_at,2,6.40264845011928,6.41447636205986,7.21256574696322,6.59472367256527,6.34067257058278,6.62986731420395,6.48897768092712,6.28344333430951,6.5235337202569,6.24732167882399
219006_at,NDUFAF4,219006_at,2,8.69069728470067,7.90903852449694,9.19070963154998,8.20098000214794,7.81580807200068,8.55157001730023,8.49052496774774,8.30425432973044,8.00954805872041,8.24116746770815
222201_s_at,CASP8AP2,222201_s_at,2,7.51881216221754,6.36518004289285,7.99127279396049,7.07909098231464,6.99449190473172,7.47600455669411,8.00171173503169,7.78988684634954,7.5280171595886,7.77111328962946
221931_s_at,SEH1L,221931_s_at,2,9.38533189939811,8.13158538774181,10.5589551353328,9.11625440003501,8.64000452625607,9.35030057760065,10.1145003925627,9.87123015093894,9.83478685991578,9.80204336128157
217833_at,SYNCRIP,217833_at,2,9.09077469563318,8.04064749324218,9.97742405736437,8.54028739948198,8.59297600463987,8.67646963047632,10.2370981155306,9.6880275319007,9.03029293989008,9.82912877244853
208896_at,DDX18,208896_at,2,7.8454256356253,7.14197299348918,9.25027750916175,7.62878707974082,7.87959946422173,7.78566309145739,8.94351627030622,8.83063392854615,8.6019980303425,8.18927431211288
219654_at,HACD1,219654_at,2,6.53335150099338,6.536332660834,8.40899744102886,6.79265376077266,6.63344913580668,6.66963243736484,7.61270503125099,6.78579230204678,6.80102023244592,6.80189529069882
205006_s_at,NMT2,205006_s_at,2,6.0760628024346,5.89785313142744,6.84203377528606,6.34338114220639,6.07850116504729,6.04919241369341,6.80025350021261,6.35909422281584,6.2032133641208,6.25395249146252
211063_s_at,NCK1,211063_s_at,2,8.60921427396337,8.09206970727249,9.733037594838,8.65672524223346,8.48671266030181,8.58546579910179,9.07860553000789,8.89258524948511,8.78922894169649,8.93969882746331
218875_s_at,FBXO5,218875_s_at,2,6.03509051015114,5.04421245651417,7.20398860827754,4.92811351242536,5.47191491614172,6.05695295862121,6.52509408164498,5.57283375043393,6.1899718281567,6.7236851069127
204162_at,NDC80,204162_at,2,7.24857515484958,6.18954551253212,8.60205881740504,6.62224383090554,6.40158683044063,7.05144334413542,7.58516400481977,6.77013939319812,8.05519935783001,7.96173917762366
204822_at,TTK,204822_at,2,6.62517686264928,6.8770364277193,8.89530795450147,6.7355194991762,6.85446267786782,7.01416613778524,7.47521247717478,6.8290031200159,7.64595522970291,7.75450621350336
218877_s_at,TRMT11,218877_s_at,2,7.43709723842675,6.40087840053752,8.10540930803937,7.20967028342579,7.76437932025031,7.66225216029742,8.0153323797207,7.33536909916103,7.80155036986025,7.89037000055235
209272_at,NAB1,209272_at,2,8.4314688689295,7.28331970566067,9.23519302962318,9.27925588453676,9.13315132488146,8.50774186673976,9.71019336881436,8.77514942451366,9.39292324895915,8.87075915551669
218319_at,PELI1,218319_at,2,7.80262661904574,7.40876259471843,8.29636065440838,7.9874084719892,8.29228025499251,7.43755985629884,8.77878451534665,7.44042347935644,7.58768231601668,7.75678454235466
202037_s_at,SFRP1,202037_s_at,2,8.54187111364935,7.16199204263999,9.94502074466974,7.03563118601256,10.0450835685785,6.93238298615266,11.9234796243647,7.39522664496631,8.68940196359182,7.16794574977409
209169_at,GPM6B,209169_at,2,5.1394828718681,5.00149904370239,5.74066584240139,4.89752334024856,5.41377493196773,4.93833444734315,5.71946473557847,4.83460473554772,5.12099846448793,5.42686725736823
209167_at,GPM6B,209167_at,2,7.74350266860027,7.51629531183265,8.44915158728599,7.77329640541031,8.20068905750045,7.7670432267734,8.64526792760415,7.27640345737352,7.87130223187689,8.23896858479259
209170_s_at,GPM6B,209170_s_at,2,7.88472057809907,7.44824652405032,8.59000331561329,7.24254060732137,8.06109024286357,7.88754022021031,9.34678975319661,7.50225447332374,8.1336483008565,8.6116803381083
203434_s_at,MME,203434_s_at,2,6.1577327347422,6.11980727803134,6.76942456710835,6.82900598529415,6.47974629249379,6.07002515005793,7.56188692123348,6.51564590927992,6.20187427934038,6.97416291817788
213029_at,NFIB,213029_at,2,9.93691834511856,8.58223248833328,9.25458723155398,10.251129312391,9.81696659563797,9.17928113004672,10.8530761398612,8.64704754173037,9.5291103487272,9.42733109281803
213355_at,ST3GAL6,213355_at,2,6.52356001014133,5.78893275108471,6.88926304527979,6.35172357292909,6.22193698559941,6.01470688001267,6.37190272471891,6.39410308848434,6.77364020642963,5.82094410508225
206770_s_at,SLC35A3,206770_s_at,2,8.42017139474991,7.18188341282306,9.22517678796833,7.85389688161607,8.34664056108251,7.29519941235317,7.37307306979831,8.23952226788266,8.12256711334141,7.05466356716469
210942_s_at,ST3GAL6,210942_s_at,2,6.475957202499,5.8448782831841,6.94615943089293,6.54402711463906,6.62122867482972,6.2208997066887,6.13219431916472,6.31739284032149,6.83308267006655,6.36889724940548
218236_s_at,PRKD3,218236_s_at,2,7.47300425321561,6.54051779418526,7.92782887818429,6.97780453264039,7.66290628601119,7.25032237303058,7.220736077038,7.82385177857447,7.31603250645197,6.32580479941137
212510_at,GPD1L,212510_at,2,10.0405869499564,9.01557533314493,10.8718575860818,10.0469631742364,10.8620698383949,9.96927781735314,10.1837312089238,10.663577468067,10.1611205789915,9.69957504696722
202133_at,WWTR1,202133_at,2,9.19164001532474,8.26800854460644,9.58741338949473,9.42063763004919,9.42881287170121,8.71972744865261,9.48053643036707,9.92524030218101,9.48091771020133,8.48486877237021
203909_at,SLC9A6,203909_at,2,8.11711494010251,7.60007087780602,8.85180157154908,8.72646509484058,8.74292833040629,8.19936275442408,8.50276496897454,8.34311071284495,7.97037166447453,7.88302481520048
201131_s_at,CDH1,201131_s_at,2,11.9748497062128,11.4137278966516,12.4277660930291,12.1579208201987,12.234809934759,12.0841531110604,12.221308045679,12.1508421499045,11.6907613574255,11.3360790368362
212190_at,SERPINE2,212190_at,2,9.62029344893621,8.72271889608339,10.1803529954031,10.3909077202842,9.66036566168213,9.68942419437852,10.496247825087,10.1000021430387,9.06057513823076,9.10298153432058
218757_s_at,UPF3B,218757_s_at,2,8.53531921471678,8.27121394417245,9.21938001210601,8.87320323312357,9.05255684685129,8.919516471255,9.02580392345136,9.06662199130274,8.64109966797027,8.67972021646946
209343_at,EFHD1,209343_at,2,11.6872772975168,10.4060015921502,11.4300803799872,11.9891045590068,11.9951116035132,11.1510317928016,11.5823034254884,10.4936949826492,10.2881373149801,10.3554289671033
201525_at,APOD,201525_at,2,13.2919606674842,8.26401075710883,12.7515802845346,14.056674218664,13.669939281261,10.2345756187755,12.5915567952783,12.110349030999,9.68990664848566,7.72154556603019
208792_s_at,CLU,208792_s_at,2,10.6989145083738,7.75456809795351,12.3183999011374,11.3827489443196,11.6702571313214,10.6791060567577,9.29222890507218,9.12543252614257,8.25955592276641,7.66176754897381
208791_at,CLU,208791_at,2,11.0264822085779,7.81064776746982,12.370347269895,11.5305083094115,12.0404440974572,10.7470895690274,9.61096726954065,9.29158677626284,8.8344145688837,7.82959163604172
219288_at,C3orf14,219288_at,2,10.9231248341087,10.4101863696075,10.4417813395876,10.7120191309971,9.43883272852978,10.9143459536838,9.35356639574313,10.0353273908344,10.0523969326688,9.56452451114338
204203_at,CEBPG,204203_at,2,8.02177718171397,7.2698012672018,7.13235135650971,7.66906593452352,6.71318676743979,8.10646039181988,6.72816406215074,7.16015530081229,7.16336645412157,7.44583487461318
203215_s_at,MYO6,203215_s_at,2,11.2689061632554,10.4071764440636,11.2961924338796,10.7159768948193,9.70706913875389,10.6858912513691,9.3059065919586,10.8320507210368,9.81338295220261,10.4968026482159
201349_at,SLC9A3R1,201349_at,2,12.3500622647492,10.8157342370243,11.0761658218189,10.5357791643455,10.5528813091342,11.7958045676276,11.0744161233735,10.3727690632276,10.5225539638792,11.1893473140807
210056_at,RND1,210056_at,2,7.40224701022849,6.78633815435378,7.73744589140045,7.67860493748458,7.20560364562422,7.73015188136911,7.00973167897117,6.87147228542569,6.66758841923618,6.94409153386153
205364_at,ACOX2,205364_at,2,9.94103363967499,7.70294525105975,9.41356222900042,8.51076783478213,9.64975129099096,11.109636921609,6.73182947448315,7.26625506797331,6.72372699025413,7.24050440763686
213234_at,FAM234B,213234_at,2,9.54228522309325,8.61074230163492,9.10863686198216,10.0158155738551,9.69947639259149,9.83799571430448,8.95022088820045,9.39353878250964,7.91423270695781,9.57378182451145
220239_at,KLHL7,220239_at,2,6.91156963897981,6.56964074786419,7.27570833427056,6.92581863337233,6.90441219932554,6.91698657303751,6.02822903208491,6.86477874130223,6.43010704670187,7.40412144858666
203675_at,NUCB2,203675_at,2,9.83558697658763,8.95706539875322,10.1461842827401,10.4658003402283,9.49238459532149,10.2502655577,8.84296011808295,10.0171920421759,9.20422937716598,10.465722911568
206346_at,PRLR,206346_at,2,7.46938225588151,8.03524521256053,7.60680533796156,7.49633175071604,6.53604171646739,6.86830608415648,6.06048399997601,6.36436998822576,4.92502538793782,6.88505094761458
203798_s_at,VSNL1,203798_s_at,2,5.55556808198176,5.57906534352317,5.3364271179383,5.34201267876798,5.44901079551261,5.51344857669518,5.32250735954927,5.45134231205178,5.06475101083545,5.4353126766963
213523_at,CCNE1,213523_at,2,8.24757197833386,8.06778806453294,7.58529465831408,7.90306915287947,7.95109735291116,8.21557141134157,7.33199328496926,7.88707427110735,8.11845984385756,8.209360360197
221024_s_at,SLC2A10,221024_s_at,2,10.7888706723231,10.4031339216256,11.2479132769678,11.6712200870309,11.6498791942247,11.6045964622358,8.75365091963063,12.0185518100672,12.2145963731412,9.74622276481545
202308_at,SREBF1,202308_at,2,9.93695723118058,9.30539870329897,9.68324397851072,9.65345462314211,10.1055102750176,10.2763457143058,8.76258664058683,10.0597070671152,9.88189333465273,8.8263559435703
205780_at,BIK,205780_at,2,10.6024883921796,8.88819856458955,9.94251101270448,8.73203880604674,9.99461843973767,9.19923858941923,8.16892761342092,9.94771397299325,9.11930000340758,7.68970886610303
205471_s_at,DACH1,205471_s_at,2,7.0140640704535,5.56940039337293,6.06504706543508,6.89191361193801,5.81440945859098,7.06030314732298,5.9513981755957,7.21108271303676,6.21491514105593,5.24692125693335
203561_at,FCGR2A,203561_at,2,7.66788421164091,7.63994796475732,7.34466977926256,8.01863967500074,7.4598077661397,8.21251988854887,7.45099871288709,7.74269376060899,7.68033187253425,7.3316260322004
209008_x_at,KRT8,209008_x_at,2,11.2461518555893,10.9917112950148,11.3670553849063,10.979516707775,10.9626553791477,12.8176003380362,11.7161767531379,11.5388487995361,11.6645225642924,10.2786557365056
201596_x_at,KRT18,201596_x_at,2,12.5497560020863,12.5711381314369,12.6577532866805,12.7358784635249,12.3735269713349,13.6000763651129,12.0823608466151,13.1299840309193,12.695259994824,11.4059291711424
212110_at,SLC39A14,212110_at,2,9.14356264148404,8.82617898395839,9.71220720530236,10.3539785291042,9.57187261316125,9.98647725563301,9.13003299089369,9.8816997509539,9.59388339796373,9.41782442294624
205376_at,INPP4B,205376_at,2,6.59017189174177,5.9437228539874,9.4496742247294,8.39033732532824,8.90782305076251,9.30997526739474,7.07906773096443,9.05197624438272,9.1718238350768,8.44653489577899
213346_at,TEX30,213346_at,2,8.15936476549335,7.50863817551119,8.36562571307261,8.12854040430266,8.36562571307261,8.78961369889983,7.66271664320445,8.16732648663888,8.05466702862564,8.15462075498235
213664_at,SLC1A1,213664_at,2,9.27765940272526,6.9836080415817,10.2106474049317,10.0754587091599,9.45081406241177,10.4897230731965,7.85526673635338,8.06414111911907,11.060658137171,8.11354030499532
210519_s_at,NQO1,210519_s_at,2,10.5680083838888,9.98903549322387,10.557099626155,11.8701194955236,9.11334465903416,10.9284534553142,9.71750098510277,11.2389627953837,11.1392189796936,9.92450976951464
201467_s_at,NQO1,201467_s_at,2,8.49627751907394,7.74995409207883,8.39642696306518,9.92698600866184,7.2445277660582,8.89006022558726,7.67516704686957,9.04017018609795,8.9845435959815,7.88701847269507
201468_s_at,NQO1,201468_s_at,2,10.9360869103489,10.5609926319152,10.6685760169877,12.5775944157574,9.45249075720258,10.3876878434127,10.1286970413077,11.6717042497471,11.5485858438117,9.92225208599574
