,SymbolsA,EntrezsA,logFC,AveExpr,t,P.Value,adj.P.Val,B,logFC validation,A,L,GSM26878.CEL,GSM26883.CEL,GSM26887.CEL,GSM26903.CEL,GSM26910.CEL,GSM26879.CEL,GSM26896.CEL,GSM26897.CEL,GSM26907.CEL,GSM26911.CEL
205307_s_at,NA,NA,2.03627419584911,7.14765398612501,4.8261602075681,0.000149269429651608,0.0265171651811621,1.12100883154515,2.03627419584911,8.55759025701709,6.52131606116798,10.0853016014059,6.72273510069232,8.19215433284566,9.40146135241056,8.38629889773099,6.44607332127992,6.44118089634011,6.32968345249438,6.54485899108709,6.84478364463839
203595_s_at,NA,NA,-1.25473519772548,8.95011925765168,-4.82584028470052,0.000149371450476705,0.0265171651811621,1.12036792921567,-1.25473519772548,8.31045844547308,9.56519364319857,8.26107705010189,8.42758822043512,8.60928509871431,7.99036487637218,8.2639769817419,9.9560139471029,10.155216286099,8.96466863868024,9.38037562616671,9.36969371794397
213831_at,NA,NA,3.70812023823588,8.63138516675202,4.82492568918168,0.00014966350031698,0.0265171651811621,1.11853566168243,3.70812023823588,9.92667194150822,6.21855170327234,10.2241802695628,9.90997305998083,10.5562008265104,10.8816522030149,8.06135334847219,6.45289752081063,6.17115711575738,5.96532035612853,6.07332400768169,6.43005951598347
204669_s_at,NA,NA,1.02221395309116,9.00138547871823,4.79955221536415,0.000158002395386222,0.0275035046845982,1.06767055772751,1.02221395309116,9.68034841584758,8.65813446275642,9.46765478827914,10.4573891175283,9.73533308877568,9.57871245446434,9.16265263019046,8.58308476784597,8.57572145683042,8.75445328625334,8.76549427571189,8.61191852714048
217838_s_at,NA,NA,-1.71907595789636,8.51164546954196,-4.78719129690284,0.00016223500502977,0.0277533744811271,1.04286844511362,-1.71907595789636,7.82039516889968,9.53947112679604,7.85018974565441,9.25313140026452,7.288413476156,7.7550688557976,6.95517236662586,9.58047502671479,9.28377565225215,10.2480227605218,9.61359970179325,8.97148249269816
203566_s_at,NA,NA,-2.09016266426453,8.38184399626907,-4.7789400371384,0.00016512459889494,0.0277689198345016,1.02630415556072,-2.09016266426452,7.62359112165325,9.71375378591777,8.09838328924671,6.68395875000486,8.83907183091927,6.57749853787653,7.91904320021889,8.59206096574296,10.6877591064779,9.30151306121673,10.1575322700563,9.82990352609506
211712_s_at,NA,NA,-1.87923093352868,6.75977037328921,-4.69961645554316,0.00019572939993385,0.0323671184357277,0.866737910869202,-1.87923093352868,6.20288110286431,8.08211203639299,6.2983864590303,6.27643715478516,5.88565561313674,6.09112214457539,6.46280414279397,8.83210205254674,7.27172677239973,9.81420191470639,7.09028484386267,7.40224459844941
208855_s_at,NA,NA,-0.81661137428423,11.9056415738412,-4.68804233650734,0.000200655358964543,0.0326377454368229,0.843407696968519,-0.816611374284234,11.3279581095495,12.1445694838337,11.5603179962846,11.3642132197926,11.3984956539421,11.0333701978025,11.2833934799255,12.1029819826626,11.9477103742586,12.1376795879993,12.1069149336348,12.4275605406131
212209_at,NA,NA,-0.94451651628088,8.0839395503184,-4.67239408824785,0.000207516748017726,0.0332093737714818,0.811846402733622,-0.944516516280879,7.65275713162125,8.59727364790213,7.56756394251465,7.45441267402947,7.81072998477256,7.74552711203537,7.68555194475422,8.51496583381469,9.04715261611056,8.93204331457961,8.41419512531856,8.07801134968724
210830_s_at,NA,NA,1.3438742509984,9.49873114624321,4.63628294133058,0.000224277136534136,0.0351320768908759,0.738932361942403,1.3438742509984,10.4844846912459,9.14061044024753,10.2479980767708,9.99515582194594,10.5177521630283,11.158205581886,10.5033118125987,9.10285912489098,8.82049495284062,9.60632494166523,8.81660367617896,9.35676950566184
