,SymbolsA,EntrezsA,logFC,AveExpr,t,P.Value,adj.P.Val,B,logFC validation,B,L,GSM26888.CEL,GSM26889.CEL,GSM26892.CEL,GSM26898.CEL,GSM26906.CEL,GSM26879.CEL,GSM26896.CEL,GSM26897.CEL,GSM26907.CEL,GSM26911.CEL
200977_s_at,NA,8887,-0.439192240525847,9.68092465216221,-1.88966775033275,0.0756227422307728,0.361173746500135,-4.68625582584027,-0.439192240525845,9.28571108546901,9.72490332599486,9.13673700346045,9.82428675566921,8.99998205200817,8.95983526981838,9.50771434638886,9.79581354768118,9.57403655180364,9.54918431572398,9.9601971186943,9.74528509607119
212721_at,NA,140890,-0.360468699151776,9.16012497058913,-1.88953203780958,0.0756419114318968,0.361173746500135,-4.68647265767084,-0.360468699151774,9.07523109325101,9.43569979240278,8.97950336834728,9.1651600302444,8.91033202591348,8.94107795317481,9.38008208857508,9.16533754376891,9.32855509986482,9.70912699439906,9.83671798545051,9.13876133853062
212714_at,NA,113251,-0.408800215519118,9.71641891729892,-1.88761495008174,0.0759131584288791,0.36182424761712,-4.68953456821072,-0.408800215519118,9.5608618521503,9.96966206766942,9.36043168237546,9.15651533934942,9.73517228120648,9.86491802221656,9.68727193560358,9.4173596894865,9.97155253891164,10.3275833803739,9.90941339979292,10.2224013297821
202479_s_at,NA,28951,0.384893168856906,8.11510202028446,1.88748233064147,0.0759319545113105,0.36182424761712,-4.68974630932908,0.384893168856906,8.35221008803305,7.96731691917615,8.1138926762107,8.62010359260849,8.34169297607312,8.0840904654002,8.60127072987277,8.2722497238499,8.00888310184717,7.98782400508057,8.14321309833228,7.42441466677082
219888_at,NA,6676,-0.635374403020248,6.6686870978032,-1.88741204579267,0.0759419176193838,0.36182424761712,-4.68985852270305,-0.635374403020248,6.23239278217418,6.86776718519443,6.17482794512012,6.64625880328249,6.14574646197903,5.82998578497123,6.36514491551802,6.67298056919608,6.25915035593127,6.19479913993472,6.87087244758796,8.3410334133221
206193_s_at,NA,1041,-0.435898838333858,6.95822145498573,-1.88734321250951,0.0759516760874386,0.36182424761712,-4.68996841595678,-0.435898838333856,6.81232686566614,7.248225704,6.7554750763855,6.8039154245852,6.87933223725357,6.77606960039537,6.84684198971107,7.06717022895608,8.24393812708772,6.79839603429144,6.84724088470913,7.28438324495562
212758_s_at,NA,6935,-0.562073178585524,7.88448656228321,-1.88728110117376,0.0759604825424774,0.36182424761712,-4.69006757530565,-0.562073178585527,7.68755791083724,8.24963108942277,8.68938662420331,7.59027826077902,7.12569435348616,7.41148451130004,7.62094580441769,8.44273138797673,7.76393234350642,8.52232458713555,8.54268950290417,7.97647762559099
209259_s_at,NA,9126,0.431468606094985,8.74713879214866,1.88639536578621,0.0760861651353665,0.362249006944869,-4.69148140205041,0.431468606094985,9.27730148157475,8.84583287547977,8.86942415348836,9.40435521705963,9.21566414336361,9.42376240471551,9.47330148924664,8.88965821861447,9.08673413842099,8.97979064145562,8.80708258516971,8.46589879373805
202195_s_at,NA,50999,0.58069383719194,6.94506275743501,1.88556025610092,0.0762048330568385,0.362447088998725,-4.69281402552384,0.58069383719194,7.28077524785519,6.70008141066325,6.98987978122648,6.70732984651172,7.65596687934547,6.74468023917864,8.30601949301364,7.04430225678418,6.39439187244948,6.49249105206961,6.95102907090717,6.6181928011058
207196_s_at,NA,10318,0.423651685531684,8.69547066790782,1.88544283764507,0.0762215312133938,0.362447088998725,-4.69300136498373,0.423651685531683,9.0164797383232,8.59282805279152,9.2139112918452,9.20271886827189,8.86605707140447,8.45595747389838,9.34375398619605,8.78500587208886,8.516050309364,8.75535733768015,8.36446064218357,8.543266102641
204364_s_at,NA,65055,-0.901818559726776,8.21679029571677,-1.88486283523879,0.0763040613598085,0.362447088998725,-4.69392663961659,-0.901818559726777,7.28746278469058,8.18928134441735,7.29818020495963,7.91395985683005,7.51763447264919,7.19493249559886,6.51260689341514,9.41498794070449,8.92363133785663,7.91395985683005,7.39017261154856,7.30365497514702
219918_s_at,NA,259266,0.723886846453132,8.10999210225717,1.88481550604035,0.0763107994587696,0.362447088998725,-4.69400213548549,0.723886846453132,8.80771993411525,8.08383308766212,7.81962081010063,8.60710155584576,9.62727953835553,9.24778401117426,8.73681375510006,8.84427060252389,7.0505738570041,7.82558672358026,8.36978682221276,8.32894743298957
209421_at,NA,4436,0.53510678396376,7.96440874059389,1.88457228140666,0.0763454348578956,0.362447088998725,-4.69439008919123,0.535106783963759,8.46960488407107,7.93449810010732,8.00742809263439,8.58239880402915,8.80723449894977,8.21749328806792,8.73346973667415,7.55098541788053,8.66046007638526,7.38908183002035,8.42381142024731,7.64815175600314
210115_at,NA,116832,0.681528384365993,8.14678089376685,1.8845616591545,0.0763469477935231,0.362447088998725,-4.69440703139885,0.681528384365993,8.57867602697828,7.89714764261229,8.31590788785655,9.28020791230704,8.45842910870111,9.04037656515995,7.79845866086677,8.26541717023378,7.15193218872668,7.60316517322727,8.21136220211699,8.25386147875671
55872_at,NA,57473,-0.581145603292539,8.64807165992333,-1.88372324302119,0.0764664479645097,0.362840792302183,-4.69574408742068,-0.581145603292539,8.42538694143631,9.00653254472885,8.90242600737844,7.43478502746466,8.66265798007341,8.66760743923485,8.45945825303018,8.56419671541667,9.73629701302664,8.89360450585508,9.65481489222688,8.18374959711895
202629_at,NA,10513,-0.770762195421199,8.81825812903489,-1.88324389883894,0.0765348438027908,0.362991740062758,-4.69650834361314,-0.770762195421199,8.38410700238803,9.15486919780923,8.39660706153972,7.89727352558885,8.47260871022083,9.15568020406134,7.99836551052942,7.72050184403403,8.83287799065779,10.6239881445695,9.2297379316286,9.36724007815621
204774_at,NA,2123,0.590653657468982,8.69471142491778,1.88204716607049,0.0767058379824994,0.363628917564433,-4.69841583830492,0.590653657468982,9.40366865298495,8.81301499551597,10.1298849320055,8.98397349039042,9.14678120768397,8.84997064573055,9.90773298911433,9.21095594185968,9.17635940703385,8.75378322175506,8.6252692115227,8.29870719540855
209669_s_at,NA,26135,0.444542585922507,11.0212677886121,1.8813596567083,0.0768042253063762,0.363921453433555,-4.69951131649534,0.444542585922507,11.2202321428538,10.7756895569313,10.8539523681198,11.3626788997287,11.4576668126588,11.0000085768687,11.4268540568931,10.6791610675814,10.861628548243,10.3811885826747,10.8183807190295,11.1380888671279
212816_s_at,NA,875,0.593131495422938,7.47845253689672,1.88043671578708,0.0769364803995731,0.364351761231664,-4.70098152309176,0.593131495422939,7.84238124677541,7.24924975135247,8.34843630648727,7.54740135523802,6.96453368674706,8.52567740435942,7.82585748104527,7.01592748987242,7.30365526311932,7.59641045150296,7.19011003565597,7.14014551661168
201009_s_at,NA,10628,-0.422939720850149,10.5018852237357,-1.88021359501911,0.0769684833240846,0.364351761231664,-4.70133687491088,-0.422939720850147,10.3233987893169,10.7463385101671,10.1505707493611,10.6544481558698,10.3227015505584,9.99231659611267,10.4969568946827,10.403737142142,11.1364630840573,10.8190619657503,10.2906076509488,11.081822707937
219722_s_at,NA,79153,-0.414428012954014,7.94675374855426,-1.87954385906275,0.0770646165675039,0.364632868661313,-4.70240336098315,-0.414428012954013,7.8602233182441,8.27465133119811,7.7901028348985,8.17837414663875,7.80114628272584,7.95524758798093,7.57624573897649,8.7013058476595,7.90505963977535,8.26039446809847,8.8226372117811,7.68385948867615
204879_at,NA,10630,0.497566151054711,7.19471749075137,1.87918896336822,0.077115601071648,0.364700187718251,-4.70296839606098,0.49756615105471,7.48965469581322,6.99208854475851,8.46692555994153,7.25571503117651,7.36093876445467,7.0238303859227,7.34086373757072,7.36571108334208,6.55521617626739,6.98802183007847,7.05934993316241,6.99214370094222
203662_s_at,NA,7111,0.506203058055456,7.76781399902058,1.87870333155215,0.077185415634944,0.364780939143133,-4.70374146585159,0.506203058055458,8.06914277292652,7.56293971487106,7.54315143440193,8.5590259792128,7.45965538059784,9.13048894400292,7.65339212641711,7.59196720385461,7.57215596848029,7.51896349640126,7.55291541638019,7.57869648923896
203987_at,NA,8323,0.770169826211519,8.09563777779261,1.8785587910972,0.0772062056239246,0.364780939143133,-4.70397153249551,0.770169826211519,8.58284837397544,7.81267854776392,7.90605915533954,8.83095444545664,8.7054171980534,8.4097602913455,9.0620507796821,8.17587435857262,7.64852127486568,8.38130722641597,8.80187340502619,6.05581647393913
203120_at,NA,7159,0.626318024933701,8.39324483289235,1.87699638524272,0.0774312513211985,0.365565376982087,-4.70645769666989,0.626318024933699,9.00769084829272,8.38137282335902,8.44768848421007,8.74438776703782,10.2867531284504,9.19708534267682,8.36253951908844,8.01348265425286,8.73523299714188,8.60347639664764,8.18958624075625,8.36508582799647
218781_at,NA,79677,0.539096654932308,9.11288457846081,1.87689468305095,0.0774459204209178,0.365565376982087,-4.7066194827297,0.53909665493231,9.48215718499082,8.94306053005851,9.29928597584247,10.009452809049,9.2534669143646,9.13755657424801,9.71102365145005,9.08687454117453,8.98269050336968,8.78680037829878,9.13755657424801,8.72138065320155
214214_s_at,NA,708,0.590971697572908,9.80924770364053,1.87657537538508,0.0774919920269394,0.365572849936674,-4.7071273946977,0.590971697572908,10.2601816952312,9.66920999765828,10.0043574358962,10.2928745717298,10.6072397715214,9.84492456452326,10.5515121324852,9.97011133260664,9.51383346164755,10.1384153006664,10.0134829030342,8.71020699033665
201574_at,NA,2107,0.473785399934586,10.0978301199054,1.87622579926228,0.0775424587862088,0.365572849936674,-4.70768338921608,0.473785399934588,10.3043373421298,9.83055194219523,9.84919767720287,10.3055155290789,10.2369716555955,10.5390434549478,10.590958393824,9.90086787983081,9.50141386101419,10.5505930035442,9.95830754287144,9.24157742371549
202600_s_at,NA,8204,-0.833109049805479,8.86680212256872,-1.87611792769348,0.0775580376049888,0.365572849936674,-4.70785494339364,-0.833109049805479,8.36962436717952,9.202733416985,8.5583306450517,8.70615478361768,9.27525478704094,6.57355045194801,8.73483116823927,9.20788062588081,9.40484751304516,9.99982885856544,8.7210791913499,8.68003089608369
201281_at,NA,11047,0.474397138108895,9.10876645184553,1.87541112006767,0.0776601834248854,0.365750648917912,-4.70897886019329,0.474397138108893,9.25475127233365,8.78035413422476,9.53521363034868,8.65820451503381,9.414228062229,9.31787845566857,9.3482316983882,9.46054863148989,8.55197593748401,9.04382987733859,8.68308756731231,8.162328657499
215714_s_at,NA,6597,0.779780640742082,9.18582341163151,1.87521182156008,0.0776890070050982,0.365750648917912,-4.70929572113131,0.779780640742084,9.55627072867695,8.77649008793487,8.84445040304548,8.70567146375754,11.5116571928591,8.99253171693514,9.72704286678753,9.08003532993758,8.70508184757703,9.05267986440989,7.94125161372116,9.1034017840287
212012_at,NA,7837,0.406655828917117,11.4998964609783,1.87509196188773,0.0777063462929811,0.365750648917912,-4.70948627320747,0.406655828917117,11.7114244687914,11.3047686398743,12.1825246641966,11.9236664383471,11.319702624703,11.4276294808195,11.703599135891,11.2273516318273,11.0972245477887,11.4169991182636,11.1919979868283,11.5902699146638
210340_s_at,NA,1438,0.356740260070117,5.6046224844246,1.87442780959868,0.0778024868421236,0.365914144974702,-4.71054199419508,0.356740260070117,5.80563683533139,5.44889657526127,5.95440395313449,5.55167335929498,5.71314919810841,5.64292544638274,6.16603221973635,5.78558362697649,5.54711694659262,5.24825089939979,5.27886747452195,5.38466392881551
209510_at,NA,11236,-0.466343356636296,9.97313540143218,-1.87434252259265,0.0778148403443481,0.365914144974702,-4.71067754678559,-0.466343356636294,9.68989201436386,10.1562353710002,9.45932288535967,9.78102166948311,10.1884474714667,9.43373855798136,9.58692948752846,9.65869195646077,9.96110339193506,9.88265432331777,10.725728963029,10.5529982202582
205428_s_at,NA,794,0.61622342653909,6.91450937205019,1.87398793797799,0.0778662192194349,0.365982296113327,-4.71124106979071,0.616223426539089,7.3353147574198,6.71909133088071,6.78216482394383,7.19966423923633,8.89537916529387,7.01720073468115,6.78216482394383,6.67778933264102,6.98254924821528,6.45141620972125,6.86578617148419,6.61791569234183
218674_at,NA,80006,-0.513029302563202,6.32725165067058,-1.8737129518552,0.0779060850520452,0.365996295400754,-4.71167804321441,-0.513029302563202,6.13745455086889,6.6504838534321,5.90303302712287,6.31091715901983,5.73443667584055,6.31091715901983,6.42796873334138,6.30813381305099,6.53152737147184,7.51342374302961,7.04618044091433,5.85315389869371
200815_s_at,NA,5048,0.390741440005707,9.51278472907642,1.87228713243799,0.0781130817186938,0.366795076579688,-4.71394310640068,0.390741440005709,9.84722855986793,9.45648711986223,9.44388697014804,10.4731939940327,9.96083318837335,9.64215421430513,9.71607443248044,9.88234177150346,9.06969333410258,9.40400766571897,9.53096524719014,9.39542758079599
202696_at,NA,9943,0.417463693998553,8.80725757344125,1.87187528521222,0.0781729631765139,0.366902620925909,-4.71459715956034,0.417463693998553,9.14412105001449,8.72665735601594,8.73340219647716,9.26672611573151,9.4169056034102,9.41731865246519,8.88625268198839,8.49435325678227,8.50093758706525,9.19774435716553,8.66735187324521,8.77289970582142
212780_at,NA,6654,0.409648025046729,7.72408888530345,1.87118836760819,0.0782729295373138,0.367013776577487,-4.715687842288,0.409648025046727,7.9678423506394,7.55819432559267,7.88114135759835,7.82292196178011,8.12042005216641,7.60526234220837,8.40946603944376,7.73455821810855,8.00636802304156,7.19726184404875,7.53846657395889,7.31431696880563
202261_at,NA,6944,0.683097207226906,10.4030756010659,1.87117245922963,0.078275246006246,0.367013776577487,-4.7157130984015,0.683097207226906,10.9464881451434,10.2633909379165,10.2700047433192,11.0530174592021,12.5079838932218,11.0058098104702,9.89562481950367,10.017151236166,10.2396233985648,10.9842754603351,10.0224707900802,10.0534338044364
200067_x_at,NA,8724,0.378121957553487,10.973837918429,1.87095020214307,0.0783076159055169,0.367013776577487,-4.71606593870981,0.378121957553489,11.178076431906,10.7999544743525,11.5032215043864,11.3799628982868,10.9267065900182,11.0580689182603,11.0224222485782,10.6454313765075,11.1209683577432,10.5741317395835,10.8262969320102,10.8329439659181
221688_s_at,NA,55272,0.480351321360015,8.74985574281228,1.87023920606688,0.0784112461781742,0.367216508279536,-4.71719448431737,0.480351321360013,8.98005249166498,8.49970117030497,8.52483425387621,8.98513679023569,9.6124297093653,9.06969333410258,8.70816837074513,8.67871504964904,8.43489198848287,9.03519127314526,8.54759137773551,7.80211616251218
213414_s_at,NA,6223,0.368073467450495,13.1249637926131,1.87007163365288,0.0784356881382125,0.367216508279536,-4.71746042690239,0.368073467450495,13.4164029470534,13.0483294796029,13.0854344230731,13.5517583856329,13.280817613503,13.7065751246183,13.4574291884398,13.1351030593473,13.0703335379295,12.8328507137401,13.3124031065672,12.8909569804305
218973_at,NA,79631,0.376691525820885,9.2733005339226,1.8698919604781,0.0784619025955066,0.367216508279536,-4.71774555649199,0.376691525820888,9.51053268186848,9.1338411560476,9.56869078346008,9.71124210635173,9.76433273536048,9.40210401973396,9.10629376443618,9.02010198107278,9.09399420800703,9.53898394454015,9.26766129411886,8.74846435249916
202988_s_at,NA,5996,0.605170433495018,5.61496384496284,1.86888676408237,0.0786087046294165,0.367512314909518,-4.71934040761097,0.605170433495017,6.21214596362788,5.60697553013286,5.70301414468458,6.58896487026698,6.0760914815028,5.21739099428512,7.4752683273999,5.55677584218318,6.10165367126487,5.31352419536647,5.28253087044393,5.78039307140584
221505_at,NA,81611,0.578239997454292,9.67358521059631,1.86860830512901,0.0786494146188607,0.367512314909518,-4.71978211335554,0.578239997454288,10.7501283149444,10.1718883174901,10.202171255364,11.0473007147486,11.1111465853269,11.1729072594971,10.2171157597853,10.2302619978118,10.481477271416,9.52595800327672,10.1485113804871,10.4732329344588
202641_at,NA,403,-0.388706279199853,9.38960887535031,-1.86841259394206,0.0786780382588971,0.367512314909518,-4.72009253466703,-0.388706279199853,9.52686216081737,9.91556844001722,9.5188315594244,9.87641030436783,8.93934064001214,9.73226510467289,9.56746319560961,10.171474677731,9.97735091544344,9.54513491764807,10.1129138572378,9.7709678320259
219023_at,NA,55435,-0.542267850171172,7.60270270864496,-1.86826270169452,0.0786999669064865,0.367512314909518,-4.72033026730993,-0.542267850171173,7.46307019156503,8.0053380417362,7.147754732339,7.70286738087156,7.58036793021115,7.42964925892605,7.45471165547738,7.35077365220078,7.79196624266762,8.29817293583119,8.62800079370576,7.95777658427567
214835_s_at,NA,8801,-0.49145403957947,9.03760253343626,-1.86819203313424,0.0787103073153321,0.367512314909518,-4.72044234499374,-0.491454039579471,8.7578268553489,9.24928089492837,8.78833797175599,9.03164963303374,8.36476199711592,8.86070991631646,8.7436747585224,8.7363533869074,9.34878053016337,9.94643143999674,9.2486913071219,8.96614781045247
209935_at,NA,27032,0.608501845511274,7.72987873956196,1.8676643261348,0.0787875607993406,0.367699989770018,-4.72127918093377,0.608501845511274,7.89081321579115,7.28231137027987,7.65707617942666,8.09644125487348,8.09036896539705,7.50471832965792,8.10546134960063,7.12187400779738,7.17511721127564,7.62169893079531,7.53852912590087,6.95433757563017
206448_at,NA,22891,-0.454000774356169,6.90170815574269,-1.86713987694237,0.0788644038185966,0.367867771298691,-4.72211069762018,-0.45400077435617,6.82083507011879,7.27483584447496,6.95262419811475,7.61702160533746,6.57097734096017,6.57327361656779,6.39027858961377,7.50184982056244,6.87624022748194,7.30481116347858,7.60932273634182,7.08195527451
203215_s_at,NA,4646,-0.650434990378869,10.1607476301629,-1.86691302165399,0.0788976635077217,0.367867771298691,-4.72247033047605,-0.650434990378871,9.57637184257773,10.2268068329566,9.13426251359503,9.48340639534971,10.4165867442644,9.40833254516587,9.43927101451365,10.6858912513691,9.3059065919586,10.8320507210368,9.81338295220261,10.4968026482159
202137_s_at,NA,10771,0.529931534006614,6.3694531411234,1.86585766713869,0.0790525542561661,0.368416835758422,-4.7241430045726,0.529931534006616,6.66978154682383,6.13985001281721,6.35184803871968,6.44276155547548,6.86985526645737,6.44276155547548,7.24168131799112,5.77558344803724,6.26582584901391,6.72572056263566,6.03982511361313,5.89229509078612
212436_at,NA,51592,0.429059027258341,8.21259720516454,1.86543287704008,0.0791149751209398,0.368534639976509,-4.72481609703777,0.429059027258342,8.38531986455937,7.95626083730102,7.95538962711588,8.08832148031954,8.54006855519124,8.7560696765149,8.58674998365527,8.15659304119123,8.05587799106474,7.92361510593107,8.25903394030207,7.38618410801601
206115_at,NA,1960,-0.872804544848592,6.82095837268456,-1.86380973021124,0.0793538904755023,0.36946791798198,-4.7273870976587,-0.872804544848592,6.73943960802488,7.61224415287347,6.82591481015989,6.26780517115618,6.52312235321047,6.73319420168134,7.34716150391651,6.98117242572792,9.56019488137019,6.52788039187597,6.44410817025335,8.54786489513992
204742_s_at,NA,23047,-0.404956323073373,5.65040835233858,-1.86354326026473,0.0793931738172452,0.36946791798198,-4.72780903559401,-0.404956323073371,5.52392305843757,5.92887938151094,5.44674026649592,5.53536924931279,5.6766846699032,5.69066813810341,5.27015296837253,5.2034743085959,5.77651186645773,6.28974747990915,6.12685963972221,6.24780361286971
205191_at,NA,6102,0.456067805455248,5.0279840255147,1.86331364490727,0.0794270378003994,0.36946791798198,-4.72817258499294,0.456067805455248,5.35980695497013,4.90373914951488,5.52477803523499,5.88632435858509,5.11856972843223,4.72674859322684,5.54261405937149,4.60506551923839,5.00761078804296,4.80694535308119,5.1878125403562,4.91126154685565
204527_at,NA,4644,0.427042999435394,7.30384008141095,1.86261707622916,0.0795298468459839,0.369637166088844,-4.72927528091405,0.427042999435393,7.57417584231132,7.14713284287593,7.92245315245668,7.88495550078872,7.45369587010056,6.85577931120664,7.75399537700401,7.55946551194116,7.06821244680983,6.90049716227984,7.26015780417552,6.94733128917329
214169_at,NA,23353,0.39898208326739,5.39740831443191,1.8617096811668,0.0796639489606218,0.369637166088844,-4.73071131837606,0.39898208326739,5.604196064399,5.20521398113161,5.24209095403001,5.58215804429755,5.36133589987536,6.42760948949961,5.40778593429246,5.34694827226696,4.99936967893275,5.08435485609127,5.39100091451905,5.20439618384801
202670_at,NA,5604,0.450340922484591,10.0314271483891,1.86170459229412,0.0796647015983715,0.369637166088844,-4.73071937069988,0.450340922484592,10.2941186421309,9.8437777196463,10.2153805792921,10.7988341522659,10.206734517017,9.97119008363872,10.2784538784408,9.50707140695015,10.2188222712278,9.71033127080596,9.92811610031391,9.85454754893366
215446_s_at,NA,4015,0.758311247208859,8.16070168997108,1.86130099031704,0.0797244138368865,0.369637166088844,-4.73135796008587,0.758311247208858,8.46750191532867,7.70919066811981,9.60724899996715,9.32194089340805,7.69681128592813,7.22641671742087,8.48509167991913,7.51501411877406,6.82477306121561,8.34795302390342,8.44722395921752,7.41098917748844
208658_at,NA,9601,-0.450038044124433,8.62841455774423,-1.86102982357706,0.0797645547210674,0.369637166088844,-4.73178695608969,-0.450038044124431,8.43351607290597,8.8835541170304,8.41652604179839,8.29975236059302,8.57264618721347,8.56297451029518,8.31568126462978,8.4939542443626,9.58447061358184,8.27162748065429,8.57596217141249,9.49175607514078
213107_at,NA,23043,-0.891245162726249,8.20879100465651,-1.86050765297644,0.0798419021002921,0.369637166088844,-4.73261293426273,-0.891245162726248,7.47333212316838,8.36457728589462,7.50262626322413,7.6865314542148,7.31447594579342,7.60693416012205,7.25609279248748,7.41932573809148,7.33258435170476,9.31231362088245,9.98399297091233,7.77466974788209
206747_at,NA,9721,0.449211026167328,8.34346988167224,1.86042034946537,0.0798548405431946,0.369637166088844,-4.73275101758862,0.449211026167328,8.60086810269993,8.15165707653261,8.07144950632598,9.67983065314998,8.43112445583005,8.4781508030171,8.34378509517655,8.17391880108478,8.22966369502688,7.94797729658963,8.23389331528694,8.1728322746748
218696_at,NA,9451,-0.433944919288118,8.76366778936099,-1.86012536497214,0.0798985711669905,0.369637166088844,-4.73321754746561,-0.433944919288116,8.59156248227583,9.02550740156395,8.11507921297217,8.92186830852331,8.49030555607518,8.7271146694138,8.70344466439471,8.51287806220682,9.18470774873888,9.18725902902271,9.08592596917602,9.15676619867532
218826_at,NA,54733,0.558471587562231,8.44638641440619,1.85995159101312,0.0799243425751007,0.369637166088844,-4.73349235528921,0.558471587562231,8.68807609077289,8.12960450321066,8.73638439351573,7.71094939540093,9.15926760187665,8.43530460615408,9.39847445691705,8.13040459700175,8.41037955660669,7.66717113165361,7.70588407807014,8.73418315272109
201911_s_at,NA,10160,0.553282810181081,9.12748287455145,1.85989874461861,0.079932181374129,0.369637166088844,-4.73357592375157,0.553282810181082,9.62767412647906,9.07439131629798,9.35459026815055,9.61916149724957,9.47949549778727,10.0712839777033,9.61383939150459,9.60005980125869,8.31516897510387,9.36165296228457,8.74048457469222,9.35459026815055
210886_x_at,NA,11257,-0.473082477935723,8.37870440715729,-1.85988548724472,0.0799341479704204,0.369637166088844,-4.73359688800943,-0.473082477935722,7.76166736241091,8.23474984034663,8.02262883351064,7.66599477929578,7.33647525130817,8.02149254493895,7.76174540300101,8.3382790841204,7.77162591983608,8.44072781905711,8.52793640122182,8.09517997749776
217028_at,NA,7852,0.691106693943491,10.757673464832,1.85988497027934,0.0799342246578316,0.369637166088844,-4.73359770549932,0.691106693943491,11.2400928092787,10.5489861153352,11.462004951424,11.0262033102677,11.1058082351182,11.326130205867,11.2803173437164,10.5691381732285,11.0172874315861,10.2667753012964,9.42706907821789,11.4646605923469
205546_s_at,NA,7297,0.467246767712375,8.82451609083963,1.85979394752417,0.0799477281220177,0.369637166088844,-4.73374163966745,0.467246767712377,9.13512639996322,8.66787963225085,8.83149080536389,8.70162897638697,10.1579685596599,8.79255461822762,9.19198904017772,8.9793823155238,8.62889926151086,8.95936898928652,8.33292857818285,8.4388190167502
204407_at,NA,8458,0.463107027515512,5.89444598486474,1.85904399031352,0.0800590629959627,0.369705906451648,-4.73492737020775,0.463107027515511,6.2931671573034,5.83006012978789,5.69052763432369,6.52544708173768,6.41647384252711,5.80892640719966,7.02446082072884,5.91224468745393,5.80938525695885,5.63787427842112,5.92584893000173,5.8649474961038
222148_s_at,NA,55288,-0.48057094350084,9.02742670083817,-1.85881982502561,0.0800923680340571,0.369705906451648,-4.73528172903323,-0.48057094350084,8.86293683848886,9.3435077819897,8.7473562138661,8.74606877004679,8.60032213279394,9.52135318495514,8.6995838907823,9.16963462400701,9.16601297143315,9.08484125110533,9.36002771523133,9.93702234817167
218502_s_at,NA,7227,-0.56433597162019,9.52931379218637,-1.8586890631089,0.0801118014529474,0.369705906451648,-4.73548842355535,-0.564335971620192,9.58718974113742,10.1515257127576,9.5326741956976,9.64520790018145,10.0606533953177,9.92845527270183,8.76895794178856,9.6089296745687,9.82620186341431,10.7636593710449,9.9837919083337,10.5750457464264
38703_at,NA,23549,-0.421789096528657,10.2882968906292,-1.85854491697356,0.080133228819868,0.369705906451648,-4.7357162633706,-0.421789096528657,10.0545368490319,10.4763259455606,9.80839630717161,10.0064428743131,10.3248488182664,9.66586461587641,10.467131629532,11.0240789670151,10.4250338662696,10.5717314955903,10.2213899892968,10.1393954096309
203622_s_at,NA,56902,0.421936764750493,9.17082857005343,1.85833103145768,0.0801650322991497,0.369705906451648,-4.73605431306183,0.421936764750493,9.43858185489054,9.01664509014005,8.79415258904917,9.64596754134971,9.55561111731156,9.30680073356335,9.89037729317891,9.18635955962912,9.11265879016288,8.83672550068318,9.05047344638137,8.89700815384367
205042_at,NA,10020,-0.501154775395928,7.57107807668649,-1.85818896327227,0.0801861631408937,0.369705906451648,-4.73627884013101,-0.501154775395928,7.33809238726819,7.83924716266412,7.55851802479154,7.78447900552994,6.63248421106295,7.25602722299156,7.45895347196496,7.35437728726718,7.79208794335936,8.00162113355072,8.47923005247003,7.56891939667331
221691_x_at,NA,4869,0.470316050537955,11.5792377962654,1.85776899618763,0.0802486567016815,0.369822188478441,-4.73694249765219,0.470316050537955,11.8382312650122,11.3679152144743,11.3047547959563,11.8217397032485,11.8629174333278,11.9917197340874,12.2100246584413,11.4056631936291,11.3830050264794,11.7015628716105,11.5585246911578,10.7908202894947
203037_s_at,NA,9788,-0.627794306290998,10.1722812335878,-1.85714868201907,0.080341041804021,0.370076052358169,-4.73792257567068,-0.627794306290999,9.97561290068333,10.6034072069743,10.5162617062342,9.83820706595589,10.082270991174,10.082270991174,9.35905374887847,9.54967522858185,10.1876106780137,10.9572163039751,11.663060239729,10.659473584572
218730_s_at,NA,4969,-0.420195466650961,4.71564203992835,-1.85673327159615,0.0804029625460086,0.370189417346402,-4.73857879168883,-0.420195466650961,4.49320131381959,4.91339678047055,4.5975933327352,4.4992167183874,4.50470365189337,4.46483412671853,4.39965873936347,4.63940749707101,5.38753044116646,5.42718660709478,4.5928932114023,4.51996614561821
221882_s_at,NA,58986,-0.398274889369898,7.61540825384004,-1.85535676186744,0.0806084453791209,0.370934612121835,-4.74075254899921,-0.398274889369899,7.2122999947821,7.610574884152,7.3964781511931,6.92897321551517,7.04118589429474,7.29800409190062,7.39685862100686,7.42021984035023,7.49562907098182,7.79568233022357,7.7653881551933,7.57595502401107
203376_at,NA,51362,0.375051953719566,9.93410939053425,1.85507021482173,0.0806512788762929,0.370934612121835,-4.74120492529559,0.375051953719565,10.2097170088396,9.83466505512005,10.2280183606845,10.0693560914822,10.2793619825412,10.2409841932732,10.230864416217,9.82304905951453,10.1159711848239,9.77939222554482,9.54157711879977,9.91333568691728
213933_at,NA,5733,-0.759940890441532,7.49878641513799,-1.8546925782241,0.0807077592837816,0.370934612121835,-4.74180103594723,-0.759940890441531,7.06494350316627,7.8248843936078,7.90443350857288,7.14512593222585,6.71827604170509,6.85380812847351,6.70307390485401,7.77696851154144,8.10420780736344,7.26356774143096,7.26356774143096,8.7161101662722
219630_at,NA,10158,1.04904921638066,8.24475527042711,1.85464849532769,0.080714354723951,0.370934612121835,-4.74187061691647,1.04904921638066,8.42033111901672,7.37128190263606,7.24171280752662,9.03388848064949,9.67983995676225,7.21051992192181,8.93569442822342,6.76690837106145,7.37861175902972,7.42153853203188,6.55212816938021,8.73722268167704
